trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
899,False,"{'a': 0.55, 'e': 0.16566321144094207}",30,13,29.275109752808685,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.55, 'e': 0.1653318850180602}",25,2,-10.015252689181786,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
901,False,"{'a': 0.55, 'e': 0.16500122124802408}",20,10,-14.589676565472562,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
902,False,"{'a': 0.55, 'e': 0.164671218805528}",30,15,-14.546776463028849,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
903,False,"{'a': 0.55, 'e': 0.16434187636791697}",30,20,16.804434717396944,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.55, 'e': 0.16401319261518113}",30,9,23.061740526585318,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.55, 'e': 0.16368516622995077}",20,16,7.365449859193628,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.55, 'e': 0.16335779589749086}",35,21,22.726779872551713,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.55, 'e': 0.16303108030569588}",25,18,14.789616906641008,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.55, 'e': 0.1627050181450845}",20,14,10.872386291472997,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.55, 'e': 0.16237960810879434}",20,10,12.541773944630345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.55, 'e': 0.16205484889257674}",20,6,25.689840696794395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.55, 'e': 0.16173073919479158}",30,16,10.468054770805438,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.55, 'e': 0.161407277716402}",20,0,22.170516170806934,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
913,False,"{'a': 0.55, 'e': 0.1610844631609692}",25,15,-1.9544492664148192,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
914,False,"{'a': 0.55, 'e': 0.16076229423464725}",20,10,-12.779169325844592,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
915,False,"{'a': 0.55, 'e': 0.16044076964617796}",20,3,27.919852847932237,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.55, 'e': 0.1601198881068856}",35,21,32.217745810340126,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.55, 'e': 0.15979964833067184}",30,22,15.320161142521615,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.55, 'e': 0.1594800490340105}",25,13,2.276782345598507,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
919,False,"{'a': 0.55, 'e': 0.15916108893594247}",20,12,6.690072710573535,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.55, 'e': 0.15884276675807057}",25,0,21.097301694382313,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
921,False,"{'a': 0.55, 'e': 0.15852508122455444}",25,14,12.005447931876347,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.55, 'e': 0.15820803106210532}",20,9,21.73116585351585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.55, 'e': 0.1578916149999811}",35,24,21.873310591392283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.55, 'e': 0.15757583176998116}",25,0,-38.01950066764244,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
925,False,"{'a': 0.55, 'e': 0.1572606801064412}",30,15,28.541633326621906,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.55, 'e': 0.1569461587462283}",20,14,12.614186950233663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.55, 'e': 0.15663226642873587}",30,8,36.62955347466847,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.55, 'e': 0.15631900189587838}",20,12,16.42845805384367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.55, 'e': 0.15600636389208664}",30,15,20.204469020708284,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.55, 'e': 0.15569435116430247}",20,12,-39.0206641373552,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
931,False,"{'a': 0.55, 'e': 0.15538296246197386}",35,17,-32.497854910080804,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
932,False,"{'a': 0.55, 'e': 0.1550721965370499}",25,10,26.230591691928993,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.55, 'e': 0.15476205214397581}",20,16,7.88489658944896,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.55, 'e': 0.15445252803968784}",30,18,23.36243754063945,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.55, 'e': 0.15414362298360848}",25,10,16.695344182743813,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
936,False,"{'a': 0.55, 'e': 0.15383533573764124}",30,20,19.363558783824285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.55, 'e': 0.15352766506616597}",25,16,16.263993223412427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.55, 'e': 0.15322060973603366}",20,0,28.17045396791384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
939,False,"{'a': 0.55, 'e': 0.15291416851656156}",25,3,-29.620582065133945,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
940,False,"{'a': 0.55, 'e': 0.15260834017952846}",25,20,11.542613111719096,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.55, 'e': 0.15230312349916938}",30,12,-15.442828235172504,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
942,False,"{'a': 0.55, 'e': 0.15199851725217106}",25,14,22.93974769413363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.55, 'e': 0.15169452021766672}",20,10,18.413164908968845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.55, 'e': 0.15139113117723138}",30,13,33.9736767555259,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.55, 'e': 0.1510883489148769}",30,19,13.520478017114755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.55, 'e': 0.15078617221704715}",25,0,19.53514823017236,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
947,False,"{'a': 0.55, 'e': 0.15048459987261306}",20,7,0.8345688606708714,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
948,False,"{'a': 0.55, 'e': 0.15018363067286783}",30,16,-29.626012404832956,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
949,False,"{'a': 0.55, 'e': 0.1498832634115221}",25,14,-5.098083570739249,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
950,False,"{'a': 0.55, 'e': 0.14958349688469907}",20,14,8.826241010649966,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.55, 'e': 0.14928432989092966}",25,5,33.27038364778703,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.55, 'e': 0.14898576123114782}",20,3,-63.47064795817589,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
953,False,"{'a': 0.55, 'e': 0.1486877897086855}",20,6,14.443278686192377,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
954,False,"{'a': 0.55, 'e': 0.14839041412926815}",25,13,22.4596640842338,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.55, 'e': 0.1480936333010096}",20,10,20.367978656567267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.55, 'e': 0.1477974460344076}",25,19,13.708564036334513,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.55, 'e': 0.14750185114233877}",25,0,-11.147066307348409,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",1
958,False,"{'a': 0.55, 'e': 0.14720684744005408}",20,0,18.939443513866536,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
959,False,"{'a': 0.55, 'e': 0.146912433745174}",20,16,8.750744438582142,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.55, 'e': 0.14661860887768363}",20,12,15.253052534758064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.55, 'e': 0.14632537165992826}",20,12,17.91555211199888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.55, 'e': 0.1460327209166084}",20,14,13.262540374354975,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.55, 'e': 0.1457406554747752}",25,9,29.17801645043706,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.55, 'e': 0.14544917416382563}",20,14,12.249675663362227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.55, 'e': 0.14515827581549798}",20,0,-1.5930688697859272,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
966,False,"{'a': 0.55, 'e': 0.144867959263867}",25,11,28.89543641049998,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.55, 'e': 0.14457822334533926}",25,12,13.031058808675638,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
968,False,"{'a': 0.55, 'e': 0.14428906689864857}",25,2,27.85628822685832,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
969,False,"{'a': 0.55, 'e': 0.14400048876485128}",20,13,3.0282216902014856,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
970,False,"{'a': 0.55, 'e': 0.14371248778732157}",20,16,8.215445649830027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.55, 'e': 0.14342506281174694}",25,15,-21.78587213692125,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
972,False,"{'a': 0.55, 'e': 0.14313821268612345}",20,6,-8.962309043188124,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
973,False,"{'a': 0.55, 'e': 0.14285193626075118}",25,15,-6.818360096081308,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
974,False,"{'a': 0.55, 'e': 0.14256623238822969}",20,11,15.200863766369185,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.55, 'e': 0.14228109992345322}",25,16,17.769853174342597,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.55, 'e': 0.14199653772360632}",25,11,24.12308561819586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.55, 'e': 0.1417125446481591}",20,16,9.084245525301155,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.55, 'e': 0.14142911955886278}",20,0,28.144038393271295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
979,False,"{'a': 0.55, 'e': 0.14114626131974506}",20,14,8.92487736389494,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.55, 'e': 0.14086396879710558}",25,19,6.934480743954954,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.55, 'e': 0.14058224085951138}",25,0,-9.030797456471584,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
982,False,"{'a': 0.55, 'e': 0.14030107637779235}",25,14,18.958774047330387,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.55, 'e': 0.14002047422503675}",20,0,-1.3851527438380216,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
984,False,"{'a': 0.55, 'e': 0.1397404332765867}",30,0,38.068512293094216,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
985,False,"{'a': 0.55, 'e': 0.1394609524100335}",35,15,29.55946248782176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.55, 'e': 0.13918203050521344}",20,12,14.290780428949946,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.55, 'e': 0.13890366644420302}",35,15,-5.4728720383642875,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
988,False,"{'a': 0.55, 'e': 0.13862585911131461}",25,14,15.51080188928466,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.55, 'e': 0.138348607393092}",20,12,14.41776587049413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.55, 'e': 0.1380719101783058}",20,9,20.238492253793822,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.55, 'e': 0.13779576635794918}",20,6,24.20769192358021,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.55, 'e': 0.1375201748252333}",20,14,13.237054457689023,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.55, 'e': 0.13724513447558281}",20,15,8.726616802783202,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.55, 'e': 0.13697064420663166}",25,16,20.7546995368209,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.55, 'e': 0.1366967029182184}",20,11,17.14017801650982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.55, 'e': 0.13642330951238196}",25,18,16.698520757246737,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.55, 'e': 0.1361504628933572}",20,7,23.155859018251345,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.55, 'e': 0.13587816196757047}",30,14,14.630558392279406,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
999,False,"{'a': 0.55, 'e': 0.13560640564363532}",25,15,21.34110382455289,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.55, 'e': 0.13533519283234807}",30,10,31.686594118184534,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.55, 'e': 0.13506452244668338}",20,13,13.996573297272999,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.55, 'e': 0.13479439340179}",20,16,6.084898104406829,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.55, 'e': 0.13452480461498642}",20,0,-1.8899416094574224,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1004,False,"{'a': 0.55, 'e': 0.13425575500575646}",35,21,14.023634967206508,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1005,False,"{'a': 0.55, 'e': 0.13398724349574492}",25,3,39.79808501243729,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.55, 'e': 0.13371926900875344}",25,12,13.397703145040142,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1007,False,"{'a': 0.55, 'e': 0.13345183047073594}",20,8,24.239289977646557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.55, 'e': 0.13318492680979446}",30,7,29.086853266576522,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1009,False,"{'a': 0.55, 'e': 0.13291855695617488}",25,10,2.806974080664176,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1010,False,"{'a': 0.55, 'e': 0.1326527198422625}",25,14,8.103015144775625,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1011,False,"{'a': 0.55, 'e': 0.132387414402578}",30,21,3.0750917959491204,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1012,False,"{'a': 0.55, 'e': 0.13212263957377285}",25,12,-31.356437977790957,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1013,False,"{'a': 0.55, 'e': 0.1318583942946253}",30,20,15.129727535217414,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.55, 'e': 0.13159467750603604}",30,4,42.999993081884625,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.55, 'e': 0.13133148815102397}",25,18,13.13811405382209,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.55, 'e': 0.13106882517472193}",25,12,-25.653687282650825,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1017,False,"{'a': 0.55, 'e': 0.13080668752437247}",20,0,-21.734896038251037,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1018,False,"{'a': 0.55, 'e': 0.13054507414932373}",25,17,6.441289907664721,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.55, 'e': 0.1302839840010251}",20,8,18.372871242744566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.55, 'e': 0.13002341603302303}",25,5,30.51894370521623,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.55, 'e': 0.129763369200957}",20,16,8.57622455673812,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.55, 'e': 0.12950384246255509}",25,11,1.5061921361303503,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1023,False,"{'a': 0.55, 'e': 0.12924483477762996}",25,11,14.888720209684607,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1024,False,"{'a': 0.55, 'e': 0.12898634510807472}",25,15,17.825534270700746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.55, 'e': 0.12872837241785856}",20,14,13.270546761000011,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.55, 'e': 0.12847091567302285}",20,7,24.650760709046402,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.55, 'e': 0.1282139738416768}",35,10,39.82499440354208,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.55, 'e': 0.12795754589399344}",25,16,17.007376186576785,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.55, 'e': 0.12770163080220545}",30,12,32.02356153434058,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.55, 'e': 0.12744622754060103}",20,16,6.222830862668522,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.55, 'e': 0.12719133508551983}",20,14,1.1711402659721637,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.55, 'e': 0.1269369524153488}",25,16,16.419361131558038,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.55, 'e': 0.1266830785105181}",25,0,42.27924311086976,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1034,False,"{'a': 0.55, 'e': 0.12642971235349706}",25,6,-41.14536403777436,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
1035,False,"{'a': 0.55, 'e': 0.12617685292879008}",30,15,26.17976998085103,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.55, 'e': 0.1259244992229325}",20,11,2.1286130343387595,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1037,False,"{'a': 0.55, 'e': 0.12567265022448662}",25,10,-10.853836975608253,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
1038,False,"{'a': 0.55, 'e': 0.12542130492403766}",20,0,27.345926920080057,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1039,False,"{'a': 0.55, 'e': 0.12517046231418957}",20,10,6.082735115542954,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1040,False,"{'a': 0.55, 'e': 0.1249201213895612}",30,24,11.861976048358471,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.55, 'e': 0.12467028114678207}",30,8,13.854903260036595,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1042,False,"{'a': 0.55, 'e': 0.1244209405844885}",30,20,13.474260405712648,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.55, 'e': 0.12417209870331954}",20,0,27.78566115468949,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1044,False,"{'a': 0.55, 'e': 0.12392375450591289}",20,10,7.982297314030777,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.55, 'e': 0.12367590699690106}",25,16,-24.74190962295114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1046,False,"{'a': 0.55, 'e': 0.12342855518290727}",20,9,5.581736034064908,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1047,False,"{'a': 0.55, 'e': 0.12318169807254145}",20,10,20.192360066670492,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.55, 'e': 0.12293533467639636}",25,5,32.844570261294145,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.55, 'e': 0.12268946400704357}",25,14,10.824202565430518,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1050,False,"{'a': 0.55, 'e': 0.12244408507902949}",30,20,19.847163210759643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.55, 'e': 0.12219919690887143}",25,17,3.321814459080314,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1052,False,"{'a': 0.55, 'e': 0.12195479851505368}",20,0,12.058025409561143,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1053,False,"{'a': 0.55, 'e': 0.12171088891802358}",30,12,32.21436592088649,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.55, 'e': 0.12146746714018752}",25,16,9.273748861796989,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.55, 'e': 0.12122453220590715}",20,3,23.792317135192704,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1056,False,"{'a': 0.55, 'e': 0.12098208314149533}",25,12,10.467530995474185,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1057,False,"{'a': 0.55, 'e': 0.12074011897521235}",20,13,12.504658372389358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.55, 'e': 0.12049863873726192}",20,3,28.408231058957323,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.55, 'e': 0.1202576414597874}",20,11,18.294944379409777,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.55, 'e': 0.12001712617686783}",20,14,12.059156094198585,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.55, 'e': 0.11977709192451409}",20,11,14.106952901656301,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.55, 'e': 0.11953753774066506}",25,0,8.006148493335354,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1063,False,"{'a': 0.55, 'e': 0.11929846266518374}",25,10,6.989862722021431,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1064,False,"{'a': 0.55, 'e': 0.11905986573985336}",30,15,19.429585329550246,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1065,False,"{'a': 0.55, 'e': 0.11882174600837365}",20,10,19.127915194489304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.55, 'e': 0.11858410251635691}",30,16,26.15167808090696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.55, 'e': 0.11834693431132419}",20,16,6.564053049074405,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.55, 'e': 0.11811024044270155}",30,17,2.052146319725447,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1069,False,"{'a': 0.55, 'e': 0.11787401996181614}",25,16,11.990847755068778,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.55, 'e': 0.11763827192189251}",35,16,32.560779005230636,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.55, 'e': 0.11740299537804873}",25,11,-23.237208165947536,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1072,False,"{'a': 0.55, 'e': 0.11716818938729262}",25,15,20.821807425488224,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.55, 'e': 0.11693385300851804}",25,13,-0.8276203683621461,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1074,False,"{'a': 0.55, 'e': 0.116699985302501}",25,13,22.26008655293186,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.55, 'e': 0.11646658533189601}",25,15,9.148933763088602,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1076,False,"{'a': 0.55, 'e': 0.11623365216123221}",20,10,18.488118651085042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.55, 'e': 0.11600118485690974}",20,11,5.854479075454344,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1078,False,"{'a': 0.55, 'e': 0.11576918248719592}",25,13,22.790355726742,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.55, 'e': 0.11553764412222153}",20,12,15.771940912601652,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.55, 'e': 0.1153065688339771}",25,13,23.703343665713405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.55, 'e': 0.11507595569630913}",25,14,21.601327039701314,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.55, 'e': 0.11484580378491652}",20,10,16.34581450782362,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
