trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
416,False,"{'a': 0.55, 'e': 0.4356870326845358}",20,5,-69.0310153504867,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 1}",1
417,False,"{'a': 0.55, 'e': 0.4348156586191667}",20,8,24.052213350677352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.55, 'e': 0.4339460273019284}",20,0,8.812542272458519,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
419,False,"{'a': 0.55, 'e': 0.4330781352473245}",20,12,-40.64363173048091,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
420,False,"{'a': 0.55, 'e': 0.4322119789768299}",30,2,-153.9563783019317,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 3}",1
421,False,"{'a': 0.55, 'e': 0.4313475550188762}",25,15,21.982153845046856,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.55, 'e': 0.43048485990883845}",20,9,-10.658118825246607,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
423,False,"{'a': 0.55, 'e': 0.42962389018902075}",20,6,4.453499408296642,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.55, 'e': 0.4287646424086427}",20,0,-19.714421891680168,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
425,False,"{'a': 0.55, 'e': 0.42790711312382546}",20,0,-41.11912984695945,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
426,False,"{'a': 0.55, 'e': 0.4270512988975778}",25,0,-47.506905507097976,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
427,False,"{'a': 0.55, 'e': 0.42619719629978264}",25,1,-8.859211702523401,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 0}",1
428,False,"{'a': 0.55, 'e': 0.4253448019071831}",25,3,-75.9894347600424,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 1}",1
429,False,"{'a': 0.55, 'e': 0.4244941123033687}",25,6,-59.36914376219339,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 1}",1
430,False,"{'a': 0.55, 'e': 0.423645124078762}",25,17,16.010884164318146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.55, 'e': 0.42279783383060443}",20,14,-1.5823303811619684,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.55, 'e': 0.42195223816294325}",30,15,-41.172304851694534,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
433,False,"{'a': 0.55, 'e': 0.4211083336866173}",30,16,-39.37317767844585,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
434,False,"{'a': 0.55, 'e': 0.4202661170192441}",20,0,-29.585905227930787,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
435,False,"{'a': 0.55, 'e': 0.41942558478520564}",30,0,-36.643868986318964,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
436,False,"{'a': 0.55, 'e': 0.4185867336156352}",20,2,-12.997885207013866,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
437,False,"{'a': 0.55, 'e': 0.4177495601484039}",30,12,-48.940043227617096,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
438,False,"{'a': 0.55, 'e': 0.41691406102810713}",25,12,13.467921321910561,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.55, 'e': 0.4160802329060509}",25,12,15.030930047217513,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.55, 'e': 0.4152480724402388}",25,10,-13.517505327569232,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
441,False,"{'a': 0.55, 'e': 0.41441757629535836}",30,14,-17.70762884014635,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
442,False,"{'a': 0.55, 'e': 0.4135887411427676}",30,5,-24.890730046979357,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
443,False,"{'a': 0.55, 'e': 0.41276156366048206}",25,6,-84.65666422101911,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 2}",1
444,False,"{'a': 0.55, 'e': 0.41193604053316113}",25,0,-14.08909958084695,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
445,False,"{'a': 0.55, 'e': 0.4111121684520948}",25,9,-13.360630719921513,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
446,False,"{'a': 0.55, 'e': 0.4102899441151906}",20,0,-13.157443295978414,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
447,False,"{'a': 0.55, 'e': 0.40946936422696023}",20,13,10.689416502662263,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.55, 'e': 0.4086504254985063}",20,0,-79.38181301632956,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
449,False,"{'a': 0.55, 'e': 0.40783312464750926}",35,0,-76.34900915685157,"{0: 26, 1: 3, 2: 4, 3: 1, 4: 1}",0
450,False,"{'a': 0.55, 'e': 0.4070174583982143}",25,1,-55.28736788186886,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 1}",1
451,False,"{'a': 0.55, 'e': 0.40620342348141786}",20,1,10.076864570866803,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
452,False,"{'a': 0.55, 'e': 0.405391016634455}",25,3,-32.236533091894756,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
453,False,"{'a': 0.55, 'e': 0.4045802346011861}",30,0,-9.107113200542516,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
454,False,"{'a': 0.55, 'e': 0.4037710741319837}",20,0,24.815105479463547,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
455,False,"{'a': 0.55, 'e': 0.40296353198371976}",20,8,-11.738974100805097,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
456,False,"{'a': 0.55, 'e': 0.40215760491975233}",20,0,-40.05871779814665,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
457,False,"{'a': 0.55, 'e': 0.4013532897099128}",25,14,3.1107273570858185,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.55, 'e': 0.40055058313049297}",20,0,-10.049761421290771,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
459,False,"{'a': 0.55, 'e': 0.399749481964232}",20,0,-2.596794098269206,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
460,False,"{'a': 0.55, 'e': 0.39894998300030354}",25,0,-3.046212962922736,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
461,False,"{'a': 0.55, 'e': 0.39815208303430294}",25,0,3.3026176297098875,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
462,False,"{'a': 0.55, 'e': 0.3973557788682343}",20,16,10.394223893353,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.55, 'e': 0.39656106731049784}",25,13,8.124036189323897,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.55, 'e': 0.3957679451758768}",25,0,-98.08537820118262,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
465,False,"{'a': 0.55, 'e': 0.3949764092855251}",25,9,-25.753085188475012,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
466,False,"{'a': 0.55, 'e': 0.39418645646695405}",30,24,8.916235640243649,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.55, 'e': 0.3933980835540201}",20,0,-29.476301707133313,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
468,False,"{'a': 0.55, 'e': 0.3926112873869121}",25,5,-114.65172717982665,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",1
469,False,"{'a': 0.55, 'e': 0.3918260648121383}",20,0,-17.256266695006605,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
470,False,"{'a': 0.55, 'e': 0.391042412682514}",20,13,2.597237192016822,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.55, 'e': 0.390260327857149}",20,4,-34.33552277275357,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
472,False,"{'a': 0.55, 'e': 0.38947980720143466}",20,4,-30.525066264702012,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
473,False,"{'a': 0.55, 'e': 0.3887008475870318}",20,4,-21.84500938947594,"{0: 13, 1: 1, 2: 0, 3: 2, 4: 0}",1
474,False,"{'a': 0.55, 'e': 0.38792344589185773}",30,16,-7.5262968474614045,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
475,False,"{'a': 0.55, 'e': 0.387147599000074}",25,3,-13.743061428795164,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
476,False,"{'a': 0.55, 'e': 0.38637330380207385}",30,0,-36.62333195318769,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
477,False,"{'a': 0.55, 'e': 0.38560055719446973}",25,11,-49.20083749993508,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
478,False,"{'a': 0.55, 'e': 0.3848293560800808}",20,5,-33.37154750744013,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
479,False,"{'a': 0.55, 'e': 0.3840596973679206}",25,17,15.18168857604783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.55, 'e': 0.38329157797318475}",20,4,-41.024921605458175,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 0}",1
481,False,"{'a': 0.55, 'e': 0.3825249948172384}",20,6,-38.73192104148084,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
482,False,"{'a': 0.55, 'e': 0.38175994482760395}",25,6,24.117889446433974,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.55, 'e': 0.3809964249379487}",30,0,-106.030913155525,"{0: 24, 1: 0, 2: 2, 3: 2, 4: 2}",0
484,False,"{'a': 0.55, 'e': 0.38023443208807284}",25,12,-45.47083169046033,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
485,False,"{'a': 0.55, 'e': 0.37947396322389665}",20,11,-36.568521200755804,"{0: 6, 1: 0, 2: 1, 3: 2, 4: 0}",1
486,False,"{'a': 0.55, 'e': 0.3787150152974489}",30,0,-18.181568006115313,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",1
487,False,"{'a': 0.55, 'e': 0.37795758526685397}",20,0,23.078133354422043,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
488,False,"{'a': 0.55, 'e': 0.3772016700963203}",25,9,1.627132625438293,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
489,False,"{'a': 0.55, 'e': 0.3764472667561276}",30,18,-5.847648112998681,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
490,False,"{'a': 0.55, 'e': 0.37569437222261537}",30,9,-70.10458719247434,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 2}",1
491,False,"{'a': 0.55, 'e': 0.3749429834781701}",20,8,1.1927436387389676,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
492,False,"{'a': 0.55, 'e': 0.3741930975112138}",30,3,2.3759942560487666,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 0}",1
493,False,"{'a': 0.55, 'e': 0.3734447113161914}",25,13,-44.67966230284723,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
494,False,"{'a': 0.55, 'e': 0.372697821893559}",30,11,-13.697300603249337,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
495,False,"{'a': 0.55, 'e': 0.3719524262497719}",20,0,-51.99931051998699,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
496,False,"{'a': 0.55, 'e': 0.37120852139727234}",20,6,-49.50070216162723,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
497,False,"{'a': 0.55, 'e': 0.3704661043544778}",20,0,18.547656650280118,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
498,False,"{'a': 0.55, 'e': 0.36972517214576883}",20,10,18.303361644159295,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.55, 'e': 0.36898572180147726}",25,12,-19.582045950282676,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
500,False,"{'a': 0.55, 'e': 0.3682477503578743}",20,9,-29.01460340109552,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
501,False,"{'a': 0.55, 'e': 0.3675112548571586}",25,3,1.3290375368346257,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
502,False,"{'a': 0.55, 'e': 0.3667762323474443}",30,15,-5.665775464760286,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
503,False,"{'a': 0.55, 'e': 0.36604267988274936}",30,15,-14.237403976371093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
504,False,"{'a': 0.55, 'e': 0.36531059452298387}",20,0,-22.364824793703047,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
505,False,"{'a': 0.55, 'e': 0.36457997333393793}",25,3,17.7327997298671,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.55, 'e': 0.36385081338727004}",30,3,-32.497534077874796,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 1}",1
507,False,"{'a': 0.55, 'e': 0.3631231117604955}",30,5,4.774239506808763,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
508,False,"{'a': 0.55, 'e': 0.3623968655369745}",30,0,15.03091324758713,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",1
509,False,"{'a': 0.55, 'e': 0.36167207180590055}",20,13,11.281607589778528,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.55, 'e': 0.36094872766228875}",35,7,-81.55590581982798,"{0: 23, 1: 2, 2: 0, 3: 1, 4: 2}",1
511,False,"{'a': 0.55, 'e': 0.36022683020696417}",30,0,-42.07121884473276,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
512,False,"{'a': 0.55, 'e': 0.3595063765465502}",25,7,10.107796576630026,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.55, 'e': 0.35878736379345716}",25,1,-4.882118637130145,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
514,False,"{'a': 0.55, 'e': 0.3580697890658702}",35,14,-44.24001214600188,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
515,False,"{'a': 0.55, 'e': 0.35735364948773846}",20,0,-28.377366688260476,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
516,False,"{'a': 0.55, 'e': 0.356638942188763}",25,11,3.607789843622676,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.55, 'e': 0.3559256643043855}",25,14,21.930633443580252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.55, 'e': 0.3552138129757767}",20,9,20.802533854544897,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.55, 'e': 0.3545033853498252}",20,0,4.985186822437834,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
520,False,"{'a': 0.55, 'e': 0.3537943785791255}",25,20,10.251819534787838,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.55, 'e': 0.35308678982196723}",20,3,-37.64209159984911,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
522,False,"{'a': 0.55, 'e': 0.3523806162423233}",25,9,13.934394140624946,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.55, 'e': 0.35167585500983867}",25,17,13.17128993780401,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.55, 'e': 0.350972503299819}",20,2,19.040144375198057,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.55, 'e': 0.35027055829321935}",25,10,19.152317059165675,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.55, 'e': 0.3495700171766329}",20,10,-5.800729711644214,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
527,False,"{'a': 0.55, 'e': 0.34887087714227966}",20,10,-35.85715846871434,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
528,False,"{'a': 0.55, 'e': 0.3481731353879951}",30,6,1.729862557866597,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
529,False,"{'a': 0.55, 'e': 0.3474767891172191}",25,11,-2.7870141319231188,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
530,False,"{'a': 0.55, 'e': 0.3467818355389847}",25,10,8.892919757068533,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
531,False,"{'a': 0.55, 'e': 0.3460882718679067}",20,0,-15.033174454247959,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
532,False,"{'a': 0.55, 'e': 0.34539609532417087}",20,9,-25.70144221045659,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
533,False,"{'a': 0.55, 'e': 0.34470530313352254}",30,13,4.6442547121776165,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
534,False,"{'a': 0.55, 'e': 0.3440158925272555}",25,18,13.276544431481877,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.55, 'e': 0.34332786074220095}",20,6,5.236540541074984,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
536,False,"{'a': 0.55, 'e': 0.34264120502071654}",30,13,-31.71515484115978,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
537,False,"{'a': 0.55, 'e': 0.34195592261067514}",30,17,5.849843705790981,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.55, 'e': 0.34127201076545377}",30,16,13.24453451172712,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.55, 'e': 0.3405894667439229}",25,3,-28.5253612967753,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
540,False,"{'a': 0.55, 'e': 0.33990828781043503}",25,0,-19.566417103486057,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
541,False,"{'a': 0.55, 'e': 0.33922847123481414}",20,0,20.680410467790182,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
542,False,"{'a': 0.55, 'e': 0.33855001429234455}",25,10,27.534540183450385,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.55, 'e': 0.3378729142637598}",20,0,9.12511060949735,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
544,False,"{'a': 0.55, 'e': 0.33719716843523234}",20,7,14.490783674176296,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.55, 'e': 0.33652277409836184}",20,0,19.357623848785042,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
546,False,"{'a': 0.55, 'e': 0.33584972855016515}",25,6,-39.95093637883041,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
547,False,"{'a': 0.55, 'e': 0.3351780290930648}",20,0,18.481415944021848,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
548,False,"{'a': 0.55, 'e': 0.33450767303487866}",30,17,-7.691996398147742,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
549,False,"{'a': 0.55, 'e': 0.3338386576888089}",20,10,-10.438439566482998,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
550,False,"{'a': 0.55, 'e': 0.3331709803734313}",30,8,36.45693879185679,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.55, 'e': 0.3325046384126844}",25,0,-16.406046877667542,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
552,False,"{'a': 0.55, 'e': 0.33183962913585907}",20,0,-51.344906034560985,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
553,False,"{'a': 0.55, 'e': 0.33117594987758736}",25,0,-54.13259752069555,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
554,False,"{'a': 0.55, 'e': 0.3305135979778322}",20,0,21.46764639674367,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
555,False,"{'a': 0.55, 'e': 0.3298525707818765}",30,0,-49.934463507827154,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
556,False,"{'a': 0.55, 'e': 0.32919286564031275}",20,0,-12.418998357312512,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
557,False,"{'a': 0.55, 'e': 0.3285344799090321}",30,14,16.93864515110385,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
558,False,"{'a': 0.55, 'e': 0.3278774109492141}",25,15,18.59789571679235,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.55, 'e': 0.32722165612731563}",20,0,-21.53050421214312,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
560,False,"{'a': 0.55, 'e': 0.326567212815061}",35,13,-33.7686975475415,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 0}",1
561,False,"{'a': 0.55, 'e': 0.3259140783894309}",25,16,15.720040199669384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.55, 'e': 0.325262250232652}",25,10,-57.98967549063973,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
563,False,"{'a': 0.55, 'e': 0.3246117257321867}",20,5,-20.4110991761844,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
564,False,"{'a': 0.55, 'e': 0.3239625022807223}",25,0,-75.08992251090407,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
565,False,"{'a': 0.55, 'e': 0.32331457727616086}",25,11,4.306934025453016,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.55, 'e': 0.3226679481216086}",20,9,0.06630544139126848,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.55, 'e': 0.3220226122253653}",25,0,-43.340615882489445,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
568,False,"{'a': 0.55, 'e': 0.3213785670009146}",30,9,25.841794740917756,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.55, 'e': 0.3207358098669128}",25,11,-50.391893485531135,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
570,False,"{'a': 0.55, 'e': 0.320094338247179}",20,3,-22.88373060435874,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
571,False,"{'a': 0.55, 'e': 0.3194541495706846}",20,0,-65.04599786500586,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
572,False,"{'a': 0.55, 'e': 0.3188152412715432}",25,6,-2.287241699470485,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
573,False,"{'a': 0.55, 'e': 0.31817761078900014}",20,0,-23.645164357213876,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
574,False,"{'a': 0.55, 'e': 0.31754125556742213}",20,6,20.778042654372403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.55, 'e': 0.31690617305628727}",20,2,30.212125242137947,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.55, 'e': 0.3162723607101747}",20,0,-5.65869264375329,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
577,False,"{'a': 0.55, 'e': 0.3156398159887544}",20,0,-8.72492717335718,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
578,False,"{'a': 0.55, 'e': 0.31500853635677684}",30,9,-0.48075779553024356,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
579,False,"{'a': 0.55, 'e': 0.3143785192840633}",20,1,-51.06202251235381,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
580,False,"{'a': 0.55, 'e': 0.31374976224549517}",35,8,-2.4948915720205314,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
581,False,"{'a': 0.55, 'e': 0.3131222627210042}",25,17,-28.02780406218018,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
582,False,"{'a': 0.55, 'e': 0.31249601819556216}",20,6,-9.214589449786466,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
583,False,"{'a': 0.55, 'e': 0.31187102615917106}",25,9,-9.217171118416381,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
584,False,"{'a': 0.55, 'e': 0.3112472841068527}",20,12,15.545306744886759,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.55, 'e': 0.31062478953863903}",20,4,-7.867357327944182,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
586,False,"{'a': 0.55, 'e': 0.31000353995956176}",25,17,16.975744371696287,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.55, 'e': 0.3093835328796426}",30,21,1.33096317120554,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.55, 'e': 0.30876476581388335}",20,0,0.4190084361971731,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
589,False,"{'a': 0.55, 'e': 0.30814723628225554}",35,10,1.456787070414829,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
590,False,"{'a': 0.55, 'e': 0.30753094180969104}",20,0,-20.561384444880535,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
591,False,"{'a': 0.55, 'e': 0.30691587992607167}",20,3,11.280444250829712,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.55, 'e': 0.30630204816621953}",30,15,-20.357806150726546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
593,False,"{'a': 0.55, 'e': 0.3056894440698871}",20,14,-0.7471018815114596,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
594,False,"{'a': 0.55, 'e': 0.3050780651817473}",25,9,28.548390240738957,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.55, 'e': 0.3044679090513838}",20,8,-41.38927189458894,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
596,False,"{'a': 0.55, 'e': 0.30385897323328104}",20,0,-77.07041486830438,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
597,False,"{'a': 0.55, 'e': 0.30325125528681446}",20,0,-36.243930033063265,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
598,False,"{'a': 0.55, 'e': 0.30264475277624087}",30,13,-22.483120691376538,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
599,False,"{'a': 0.55, 'e': 0.30203946327068837}",20,3,-7.708716618726286,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
